protocol_stable_id,risk_class,editorial_status,safety_review_status,required_reviewer_role,pre_review_scoring_ceiling,scoring_policy,score_active,sensitive_data_limit,foreseeable_misuse,exclusions,pause_conditions,stop_conditions,professional_referral_conditions,release_gate
PRACTICE-COMP-2102-PROFESSIONAL-RELIABILITY-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Professional reliability protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Professional reliability action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Professional reliability situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Professional reliability when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Professional reliability practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2103-FOUNDATIONAL-CRAFT-COMPETENCE-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Foundational craft competence protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Foundational craft competence action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Use speech, large print, accessible digital text or another safe foundational task with a real standard. Necessary supports are legitimate work conditions. Tasks involving clinical care, driving, weapons, hazardous tools or licensed work require appropriate supervision and are not default practice material.","Pause Foundational craft competence when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Foundational craft competence practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2104-DELIBERATE-MASTERY-AND-EXPERTISE-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Deliberate mastery and expertise protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Deliberate mastery and expertise action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Deliberate mastery and expertise situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Deliberate mastery and expertise when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Deliberate mastery and expertise practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2105-QUALITY-CRAFTSMANSHIP-AND-REPUTATION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Quality, craftsmanship, and reputation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Quality, craftsmanship, and reputation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Quality, craftsmanship, and reputation situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Quality, craftsmanship, and reputation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Quality, craftsmanship, and reputation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2106-CUSTOMER-STAKEHOLDER-AND-USER-UNDERSTANDING-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Customer, stakeholder, and user understanding protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Customer, stakeholder, and user understanding action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Customer, stakeholder, and user understanding situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Customer, stakeholder, and user understanding when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Customer, stakeholder, and user understanding practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2107-SYSTEMS-AND-ORGANIZATIONAL-AWARENESS-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Systems and organizational awareness protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Systems and organizational awareness action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Systems and organizational awareness situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Systems and organizational awareness when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Systems and organizational awareness practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2108-PROJECT-DELIVERY-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Project delivery protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Project delivery action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Project delivery situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Project delivery when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Project delivery practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2109-COLLABORATION-AND-TEAM-CONTRIBUTION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Collaboration and team contribution protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Collaboration and team contribution action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Collaboration and team contribution situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Collaboration and team contribution when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Collaboration and team contribution practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2110-INNOVATION-AND-IMPROVEMENT-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Innovation and improvement protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Innovation and improvement action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Innovation and improvement situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Innovation and improvement when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Innovation and improvement practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2111-CAREER-ADAPTABILITY-AND-MARKETABLE-CAPABILITY-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Career adaptability and marketable capability protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Career adaptability and marketable capability action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Career adaptability and marketable capability situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Career adaptability and marketable capability when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Career adaptability and marketable capability practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2112-MEANINGFUL-CONTRIBUTION-AND-SERVICE-THROUGH-WORK-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Meaningful contribution and service through work protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Meaningful contribution and service through work action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Meaningful contribution and service through work situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Meaningful contribution and service through work when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Meaningful contribution and service through work practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2113-DOCUMENTATION-MAINTAINABILITY-AND-PROFESSIONAL-LEGACY-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Documentation, maintainability, and professional legacy protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Documentation, maintainability, and professional legacy action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Documentation, maintainability, and professional legacy situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Documentation, maintainability, and professional legacy when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Documentation, maintainability, and professional legacy practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2114-EFFICIENCY-THOROUGHNESS-AND-QUALITY-TRADEOFFS-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Efficiency, thoroughness, and quality tradeoffs protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Efficiency, thoroughness, and quality tradeoffs action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Efficiency, thoroughness, and quality tradeoffs situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Efficiency, thoroughness, and quality tradeoffs when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Efficiency, thoroughness, and quality tradeoffs practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2115-WORKER-RIGHTS-AND-EMPLOYMENT-LAW-LITERACY-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Worker rights and employment law literacy protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Worker rights and employment law literacy action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Worker rights and employment law literacy situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Worker rights and employment law literacy when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Worker rights and employment law literacy practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2116-POWER-ASYMMETRY-EXPLOITATION-AND-PRECARITY-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Power asymmetry, exploitation, and precarity protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Power asymmetry, exploitation, and precarity action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Power asymmetry, exploitation, and precarity situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Power asymmetry, exploitation, and precarity when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Power asymmetry, exploitation, and precarity practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2117-COLLECTIVE-BARGAINING-UNIONS-AND-WORKER-VOICE-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Collective bargaining, unions, and worker voice protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Collective bargaining, unions, and worker voice action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Collective bargaining, unions, and worker voice situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Collective bargaining, unions, and worker voice when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Collective bargaining, unions, and worker voice practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2118-INCLUSIVE-AND-ACCESSIBLE-WORK-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Inclusive and accessible work protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Inclusive and accessible work action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Inclusive and accessible work situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Inclusive and accessible work when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Inclusive and accessible work practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2119-WORK-BOUNDARIES-REST-AND-FREEDOM-FROM-TOTAL-IDENTITY-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Work boundaries, rest, and freedom from total identity protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Work boundaries, rest, and freedom from total identity action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Work boundaries, rest, and freedom from total identity situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Work boundaries, rest, and freedom from total identity when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Work boundaries, rest, and freedom from total identity practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2201-SELF-LEADERSHIP-AND-CREDIBILITY-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Self-leadership and credibility protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Self-leadership and credibility action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Self-leadership and credibility situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Self-leadership and credibility when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Self-leadership and credibility practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-2202-DIRECTION-VISION-AND-PRIORITIES-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Direction, vision, and priorities protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Direction, vision, and priorities action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Direction, vision, and priorities situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Direction, vision, and priorities when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Direction, vision, and priorities practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
